Original,Predicted
148.5,108.77746
126.1,112.68353
93.7,110.62844
80.8,86.39231
108.8,74.69321
124.2,81.154495
78.3,108.666664
93.3,79.32487
107.5,66.94586
110.7,92.229256
101.3,114.516335
109.2,67.12276
143.0,19.973087
121.5,74.83797
122.5,107.92337
97.7,79.493324
122.9,45.90144
120.0,79.64069
120.2,101.80942
137.3,79.37467
103.3,91.52629
105.5,103.34964
117.1,117.87308
114.7,98.2591
129.0,87.43105
143.3,97.65346
124.0,106.51624
120.8,117.31049
120.1,128.01302
114.0,109.02798
133.6,93.11268
116.4,106.560486
115.4,97.896484
106.5,105.54432
130.7,116.94164
107.4,121.04762
99.6,109.70595
113.8,84.114624
96.1,84.55983
100.9,88.72254
152.7,93.56192
91.3,92.0837
109.4,81.530525
135.4,90.824554
116.6,93.5836
112.2,89.82858
100.6,98.122
140.6,48.435863
123.1,86.74051
83.2,130.18646
135.7,81.84788
90.8,69.18606
118.8,93.89101
105.7,114.28737
105.1,73.7393
154.2,57.76515
109.0,128.93993
98.2,107.71119
123.8,76.97827
73.8,79.787254
121.0,73.486435
108.6,83.12587
117.6,63.68594
114.5,72.10913
