Original,Predicted
114.5,89.86937
106.8,84.08638
126.9,91.02826
125.9,92.61769
123.3,100.339165
97.0,93.444725
89.0,101.38887
93.5,99.30621
114.1,107.79235
112.5,92.45181
109.9,87.344734
118.4,88.38993
118.1,107.09073
107.7,95.736984
99.1,81.55413
116.5,80.73538
86.3,99.00028
104.6,89.28636
120.1,87.76518
113.6,104.5614
105.5,83.504105
115.8,87.64297
121.5,92.35477
109.4,101.72777
109.6,80.48885
100.1,88.70758
108.7,100.57957
91.7,101.61863
114.4,89.769325
97.1,90.784256
107.6,94.57189
128.2,82.67582
92.0,100.29411
88.7,70.45258
0.0,82.80742
91.1,67.88424
115.1,86.75444
149.9,80.61077
142.9,16.485035
131.8,72.93864
125.0,78.349144
108.2,117.15137
0.0,63.164207
124.6,50.24241
126.2,114.12157
142.7,130.52095
105.0,60.83712
100.6,106.5585
87.6,110.848976
123.9,132.28043
97.1,52.81655
137.4,63.81377
133.4,85.570335
102.8,127.38988
105.8,89.97731
107.1,112.04912
97.3,100.226006
99.4,96.26137
108.5,86.92982
102.2,102.407104
106.6,101.47609
91.1,89.677376
133.6,82.19497
110.1,91.275314
118.4,81.14142
121.4,71.314804
128.1,104.784294
108.4,94.34731
122.6,98.99192
112.2,95.60221
120.4,117.20706
101.2,105.888405
