Original,Predicted
116.9,81.82669
107.8,81.58306
119.8,83.503784
106.9,97.25864
111.2,99.828804
102.7,82.742096
127.0,81.00906
100.1,93.146675
119.3,88.60418
147.3,79.35116
109.2,99.637024
68.9,95.79852
100.8,78.327995
112.5,59.103508
117.2,81.55098
132.3,93.74045
112.9,77.55909
126.2,74.601814
100.3,123.16634
103.2,104.11466
105.7,58.304283
156.8,55.519573
108.3,90.62434
109.8,102.69954
114.6,92.49488
105.4,97.02105
110.0,98.07923
152.6,96.89641
114.7,76.86465
122.8,91.78721
100.3,116.95818
124.0,103.17334
110.7,91.940056
124.5,101.22934
159.0,80.02404
130.2,105.87429
107.7,125.14504
130.4,124.56264
123.2,103.72962
131.7,107.456535
130.3,114.63157
129.4,100.666885
83.9,104.831825
116.5,123.38762
146.0,115.47477
101.1,110.9131
126.4,101.727554
102.3,103.26286
114.3,89.33048
112.4,117.04216
133.7,110.18823
0.0,76.32873
116.9,41.419365
109.3,66.58569
125.0,85.956955
136.8,86.299545
123.5,87.402565
152.4,54.588737
96.5,139.27617
130.4,106.37202
84.4,50.973495
113.4,33.848732
119.9,83.57215
103.7,99.57199
128.2,88.99799
120.3,113.80962
140.4,106.22817
103.1,119.4413
118.5,94.81488
90.1,79.62363
130.9,73.59533
73.1,93.42743
117.8,77.580605
127.2,70.29582
124.5,102.57187
77.1,104.71836
101.9,89.856094
