gameid,playerid,estOFFRTG,OFFRTG,estDEFRTG,DEFRTG,estNETRTG,NETRTG,ASTpct,ASTtoTOV,ASTratio,ORBpct,DRBpct,REBpct,TOVratio,effFGpct,TSpct,USGpct,estUSGpct,estpace,pace,paceper40,POS,pie,home_basic,FGM,FGA,FGpct,3PM,3PA,3Ppct,FTM,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,plusminusPTS,home,win,date,team,name,SEC,PTSoffTOV,2ndPTS,FBPTS,PIP,oppPTSoffTOV,opp2ndPTS,oppFBPTS,oppPIP,BLKA,foulsdrawn,SPD,DIST,REBchancesOFF,REBchancesDEF,REBchancestotal,touches,2ndAST,FTAST,passes,contestedFGM,contestedFGA,contestedFGpct,uncontestedFGM,uncontestedFGA,uncontestedFGpct,defendedatrimFGM,defendedatrimFGA,defendedatrimFGpct,date_num
22201148,1630637,67.6,60.0,78.8,77.8,-11.3,-17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.184,107.46,114.96,95.8,10,-0.545,0,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1,4,0.0,2023-03-31 00:00:00,5,63,238,0,0,0,0,2,0,0,2,1,0,3.91,0.29,1,0,1,6,0,0,4,0,1,0.0,0,1,0.0,0,0,0.0,156.0
22201193,1630637,300.0,150.0,0.0,0.0,300.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.36,108.54,90.45,2,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,17,1.0,2023-04-05 00:00:00,5,63,40,0,0,0,0,0,0,0,0,0,0,2.8,0.04,0,0,0,2,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,160.0
22201210,1630637,115.3,112.1,114.5,115.2,0.9,-3.0,0.077,1.0,25.0,0.0,0.059,0.03,25.0,1.5,1.5,0.083,0.086,102.96,104.1,86.75,33,0.11,0,2,2,1.0,2,2,1.0,0,0,0.0,0,1,1,1,1,0,1,0,6,-1,7,0.0,2023-04-07 00:00:00,5,63,913,0,3,3,0,6,2,7,18,0,1,4.02,1.09,1,2,3,22,0,0,18,0,0,0.0,2,2,1.0,3,3,1.0,162.0
22201223,1630637,129.3,133.3,64.9,63.0,64.4,70.4,0.333,0.0,27.3,0.0,0.083,0.042,0.0,0.583,0.709,0.276,0.277,108.08,108.0,90.0,27,0.277,1,3,6,0.5,1,3,0.333,4,4,1.0,0,1,1,3,1,0,0,0,11,19,5,1.0,2023-04-09 00:00:00,5,63,720,2,0,2,2,0,2,2,10,1,2,4.02,0.87,1,2,3,21,0,1,13,0,1,0.0,3,5,0.6,1,1,1.0,164.0
22201028,1630643,68.3,71.4,136.1,114.3,-67.7,-42.9,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.25,0.24,97.48,103.38,86.15,7,-0.375,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,2,1,0,-3,30,1.0,2023-03-14 00:00:00,30,240,195,0,0,0,0,6,0,4,4,0,0,4.06,0.25,1,0,1,3,0,0,1,0,0,0.0,0,0,0.0,1,1,1.0,139.0
22201059,1630643,114.7,115.4,58.3,53.8,56.3,61.5,0.0,0.0,0.0,0.0,0.429,0.214,0.0,1.0,1.078,0.143,0.142,109.44,113.45,94.55,13,0.471,1,1,1,1.0,0,0,0.0,3,3,1.0,0,3,3,0,0,0,0,0,5,8,30,0.0,2023-03-18 00:00:00,30,240,330,0,0,0,2,0,0,0,0,0,2,4.36,0.42,0,3,3,6,0,0,5,1,1,1.0,0,0,0.0,0,0,0.0,143.0
22201083,1630643,147.9,142.9,66.7,57.1,81.3,85.7,0.333,0.0,33.3,0.0,0.333,0.143,0.0,0.0,0.532,0.222,0.228,83.9,92.05,76.71,7,0.24,1,0,1,0.0,0,1,0.0,2,2,1.0,0,1,1,1,0,0,0,0,2,6,30,0.0,2023-03-22 00:00:00,30,240,219,0,0,0,0,0,0,0,4,0,1,3.85,0.25,0,2,2,6,0,0,5,0,0,0.0,0,1,0.0,0,0,0.0,147.0
22201168,1630643,232.9,214.3,72.1,85.7,160.8,128.6,0.333,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.6,122.93,102.44,7,0.095,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,0,0,9,20,1.0,2023-04-02 00:00:00,30,240,164,0,0,0,0,0,3,0,4,0,0,3.89,0.2,0,0,0,4,0,0,4,0,0,0.0,0,0,0.0,1,1,1.0,158.0
22201179,1630643,137.3,135.5,119.4,122.2,17.9,13.3,0.077,0.0,14.3,0.074,0.241,0.161,0.0,0.65,0.697,0.179,0.181,112.3,111.73,93.11,62,0.113,1,5,10,0.5,3,6,0.5,4,5,0.8,2,7,9,2,2,0,0,5,17,7,30,0.0,2023-04-04 00:00:00,30,240,1611,2,0,2,4,13,5,2,24,0,3,4.15,2.0,7,11,16,40,0,0,27,2,4,0.5,3,6,0.5,7,10,0.7,159.0
22201191,1630643,115.5,119.4,139.4,138.5,-23.9,-19.1,0.115,3.0,27.3,0.065,0.105,0.08,9.1,1.0,1.017,0.114,0.114,104.42,103.09,85.91,62,0.099,0,5,6,0.833,2,3,0.667,2,2,1.0,2,2,4,3,1,3,1,4,14,-16,1,1.0,2023-04-05 00:00:00,30,240,1774,2,2,0,4,7,9,9,36,0,1,4.11,2.16,3,7,10,31,1,0,24,2,2,1.0,3,4,0.75,2,4,0.5,160.0
22201204,1630643,85.9,85.2,116.4,118.5,-30.6,-33.3,0.222,1.0,15.4,0.069,0.065,0.067,15.4,0.643,0.742,0.175,0.182,111.38,110.85,92.37,54,0.115,1,4,7,0.571,1,2,0.5,4,4,1.0,2,2,4,2,0,1,2,5,13,-18,30,1.0,2023-04-07 00:00:00,30,240,1403,5,4,0,6,15,12,4,22,0,4,3.98,1.75,4,6,9,35,1,1,25,2,2,1.0,2,5,0.4,5,8,0.625,162.0
22201205,1630644,59.0,57.9,108.9,104.8,-49.9,-46.9,0.0,0.0,0.0,0.0,0.143,0.067,33.3,0.5,0.644,0.3,0.305,119.25,122.81,102.35,19,0.073,0,1,3,0.333,1,2,0.5,2,2,1.0,0,1,1,0,0,0,2,0,5,-11,1,0.0,2023-04-07 00:00:00,23,354,469,0,0,2,0,9,2,7,12,1,1,4.64,0.66,0,1,1,10,0,1,4,0,1,0.0,1,2,0.5,0,0,0.0,162.0
22201217,1630644,123.1,130.1,91.9,93.0,31.2,37.2,0.31,9.0,32.1,0.091,0.154,0.125,3.6,0.559,0.546,0.229,0.228,107.52,103.94,86.62,73,0.151,0,8,17,0.471,3,9,0.333,1,3,0.333,3,6,9,9,0,0,1,3,20,29,2,0.0,2023-04-09 00:00:00,23,354,1995,7,2,9,10,11,5,8,20,0,3,4.26,2.56,4,7,11,65,0,0,44,3,4,0.75,5,13,0.385,2,3,0.667,164.0
22200074,1630648,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.82,94.43,78.69,2,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,30,0.0,2022-10-28 00:00:00,30,275,61,0,0,0,0,0,0,0,0,0,0,4.23,0.08,0,0,0,2,0,0,2,0,0,0.0,0,0,0.0,0,0,0.0,11.0
22200089,1630648,140.0,140.0,112.6,100.0,27.4,40.0,0.2,0.0,33.3,0.0,0.0,0.0,0.0,0.75,0.75,0.2,0.2,86.86,92.01,76.68,10,0.12,0,1,2,0.5,1,1,1.0,0,0,0.0,0,0,0,1,1,0,0,1,3,4,3,1.0,2022-10-30 00:00:00,30,275,313,0,0,0,0,0,0,0,6,0,1,4.57,0.44,0,0,0,8,0,0,5,0,1,0.0,1,1,1.0,0,0,0.0,13.0
22200877,1630649,180.4,175.0,80.0,80.0,100.4,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.5,0.515,100.69,102.05,85.04,4,0.25,0,0,1,0.0,0,1,0.0,2,2,1.0,0,0,0,0,1,1,0,0,2,3,3,1.0,2023-02-15 00:00:00,9,478,127,0,0,0,0,0,4,0,2,0,1,4.11,0.18,0,1,1,3,0,0,1,0,0,0.0,0,1,0.0,0,1,0.0,118.0
22200078,1630695,117.3,122.2,79.3,72.2,38.0,50.0,0.143,0.0,33.3,0.125,0.222,0.176,0.0,1.0,1.0,0.095,0.096,99.47,101.85,84.87,18,0.283,0,2,2,1.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,4,9,8,1.0,2022-10-28 00:00:00,29,380,509,0,2,0,4,3,0,6,4,0,0,4.33,0.66,2,5,6,14,0,0,12,2,2,1.0,0,0,0.0,0,1,0.0,11.0
22200101,1630695,58.1,50.0,61.9,62.5,-3.7,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.35,116.95,97.46,8,-0.5,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,-1,29,1.0,2022-10-31 00:00:00,29,380,197,0,0,0,0,2,2,2,2,0,0,4.64,0.26,0,0,0,3,0,0,3,0,0,0.0,0,0,0.0,1,1,1.0,14.0
22200461,1630695,71.4,55.6,134.1,137.5,-62.7,-81.9,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.66,153.96,128.3,9,0.063,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,-6,9,0.0,2022-12-20 00:00:00,29,380,159,0,0,0,0,5,0,3,4,0,0,5.75,0.27,0,0,0,8,0,0,8,0,0,0.0,0,0,0.0,1,1,1.0,62.0
22201102,1630695,117.8,123.8,110.2,109.5,7.6,14.3,0.2,0.0,16.7,0.0,0.0,0.0,0.0,0.7,0.7,0.172,0.178,103.8,101.48,84.56,21,0.112,1,3,5,0.6,1,2,0.5,0,0,0.0,0,0,0,1,0,0,0,1,7,3,29,0.0,2023-03-24 00:00:00,29,380,596,0,0,2,4,2,0,2,12,0,0,4.38,0.79,1,1,2,15,0,0,10,1,1,1.0,2,4,0.5,4,4,1.0,149.0
22201143,1630695,130.8,128.6,125.0,142.9,5.8,-14.3,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,1.5,0.286,0.291,139.14,130.91,109.09,7,0.095,0,1,1,1.0,1,1,1.0,0,0,0.0,0,0,0,0,0,0,1,0,3,-1,27,0.0,2023-03-29 00:00:00,29,380,154,0,0,0,0,5,0,5,4,0,1,4.19,0.22,0,0,0,6,0,0,3,0,0,0.0,1,1,1.0,2,2,1.0,154.0
22201200,1630695,77.8,70.0,50.0,50.0,27.8,20.0,0.0,0.0,0.0,0.0,0.429,0.3,0.0,0.0,0.0,0.0,0.0,103.25,108.68,90.57,10,0.429,1,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,0,0,0,0,0,0,2,29,0.0,2023-04-06 00:00:00,29,380,265,0,0,0,0,2,0,0,2,0,0,3.84,0.31,0,3,3,3,0,0,3,0,0,0.0,0,0,0.0,0,0,0.0,161.0
22201213,1630695,88.4,89.1,108.0,111.1,-19.7,-22.0,0.1,1.0,11.1,0.067,0.364,0.192,11.1,0.714,0.714,0.14,0.144,105.38,103.47,86.23,46,0.178,1,4,7,0.571,2,4,0.5,0,0,0.0,2,8,10,1,1,0,1,2,10,-9,29,1.0,2023-04-08 00:00:00,29,380,1266,0,5,0,4,13,3,6,24,0,1,4.56,1.73,4,10,13,39,0,0,31,1,1,1.0,3,6,0.5,6,6,1.0,163.0
22200256,1630701,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.68,92.9,77.42,2,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,23,1.0,2022-11-22 00:00:00,23,382,62,0,0,0,0,0,0,0,2,0,0,3.46,0.07,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0,0,0.0,35.0
22200047,1630792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86.23,172.46,143.71,1,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,5,1.0,2022-10-24 00:00:00,5,358,17,0,0,0,0,0,0,0,0,0,0,3.14,0.02,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,7.0
22200061,1630792,0.0,0.0,106.4,100.0,-106.4,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.26,146.19,121.83,2,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,5,1.0,2022-10-26 00:00:00,5,358,39,0,0,0,0,2,0,2,0,0,0,2.71,0.03,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,9.0
22200151,1630792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6,207.19,172.66,1,0.0,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,5,1.0,2022-11-07 00:00:00,5,358,14,0,0,0,0,0,0,0,0,0,0,1.93,0.01,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,21.0
22200678,1630792,200.0,133.3,200.0,200.0,0.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.09,130.91,109.09,3,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,9,0.0,2023-01-19 00:00:00,5,358,66,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,91.0
22200883,1630792,129.5,125.0,45.1,43.8,84.4,81.3,0.0,0.0,0.0,0.0,0.2,0.118,0.0,0.625,0.625,0.25,0.259,107.95,111.57,92.98,16,0.19,1,2,4,0.5,1,3,0.333,0,0,0.0,0,2,2,0,0,0,0,1,5,13,5,0.0,2023-02-16 00:00:00,5,358,413,0,0,5,2,0,1,0,2,0,0,4.12,0.51,0,4,4,7,0,0,3,0,0,0.0,2,4,0.5,0,0,0.0,119.0
22200968,1630846,118.9,120.8,103.7,108.3,15.2,12.5,0.0,0.0,0.0,0.133,0.077,0.107,0.0,0.25,0.25,0.129,0.136,109.15,105.88,88.24,24,-0.022,1,1,4,0.25,0,2,0.0,0,0,0.0,2,1,3,0,0,0,0,2,2,3,21,1.0,2023-03-05 00:00:00,21,415,653,0,0,0,2,2,5,0,10,0,0,4.6,0.91,5,3,8,12,0,0,8,1,2,0.5,0,2,0.0,2,3,0.667,130.0
22200990,1630846,78.5,76.0,108.9,104.0,-30.4,-28.0,0.0,0.0,0.0,0.0,0.143,0.074,0.0,0.667,0.727,0.12,0.124,106.68,110.94,92.45,25,0.167,0,2,3,0.667,0,1,0.0,1,1,1.0,0,2,2,0,0,1,0,0,5,-7,24,1.0,2023-03-08 00:00:00,21,415,649,0,0,0,4,6,7,5,8,0,2,4.32,0.84,2,4,6,14,0,0,11,2,2,1.0,0,1,0.0,2,2,1.0,133.0
22201044,1630846,116.3,109.1,127.5,130.0,-11.2,-20.9,0.0,0.0,0.0,0.071,0.0,0.033,100.0,0.0,0.0,0.037,0.041,96.0,98.25,81.87,22,-0.063,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,2,1,3,0,-2,28,1.0,2023-03-16 00:00:00,21,415,616,0,0,0,0,5,8,3,8,0,1,4.54,0.84,4,3,7,12,0,0,11,0,0,0.0,0,0,0.0,0,3,0.0,141.0
22201082,1630846,114.4,123.7,96.5,95.1,17.9,28.6,0.125,1.0,22.2,0.16,0.087,0.125,22.2,0.25,0.41,0.143,0.143,101.59,98.49,82.08,38,0.048,0,1,4,0.25,0,1,0.0,2,2,1.0,4,2,6,2,0,2,2,3,4,8,13,0.0,2023-03-21 00:00:00,21,415,1155,0,2,0,2,5,11,4,18,0,3,4.41,1.53,4,5,9,26,0,0,20,1,3,0.333,0,1,0.0,1,1,1.0,146.0
22201096,1630846,127.8,127.8,149.2,147.1,-21.4,-19.3,0.111,0.0,50.0,0.1,0.25,0.143,0.0,1.5,1.5,0.042,0.045,102.28,102.98,85.82,18,0.069,0,1,1,1.0,1,1,1.0,0,0,0.0,1,1,2,1,0,0,0,2,3,-2,13,1.0,2023-03-23 00:00:00,21,415,489,0,0,0,0,4,4,4,10,0,0,4.18,0.62,2,2,4,17,0,0,16,0,0,0.0,1,1,1.0,1,1,1.0,148.0
22201142,1630846,124.7,128.6,126.8,120.0,-2.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.065,88.88,90.0,75.0,14,-0.067,1,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,21,1.0,2023-03-29 00:00:00,21,415,464,0,0,0,0,4,1,0,6,0,0,3.82,0.54,1,1,2,9,0,0,8,0,0,0.0,0,1,0.0,1,2,0.5,154.0
22201187,1630846,83.3,100.0,61.5,50.0,21.9,50.0,0.0,0.0,0.0,0.333,0.0,0.25,0.0,0.0,0.0,0.222,0.222,95.53,96.59,80.49,5,-0.5,0,0,2,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,0,2,10,1.0,2023-04-04 00:00:00,21,415,164,0,0,0,0,2,0,2,2,0,0,3.61,0.18,3,1,4,3,0,0,1,0,2,0.0,0,0,0.0,0,0,0.0,159.0
22201200,1630846,0.0,0.0,100.0,66.7,-100.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,90.0,75.0,3,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-2,29,0.0,2023-04-06 00:00:00,21,415,96,0,0,0,0,0,0,0,2,0,0,3.44,0.11,0,0,0,1,0,0,1,0,0,0.0,0,0,0.0,1,1,1.0,161.0
22201226,1630846,109.1,111.2,94.4,95.5,14.7,15.7,0.033,1.0,5.3,0.045,0.26,0.16,5.3,0.667,0.656,0.18,0.182,102.77,101.2,84.34,89,0.137,1,10,15,0.667,0,2,0.0,2,4,0.5,2,13,15,1,1,0,1,6,22,14,21,1.0,2023-04-09 00:00:00,21,415,2533,4,2,2,18,10,7,8,48,0,6,4.32,3.21,12,17,28,68,0,0,45,4,7,0.571,6,8,0.75,5,6,0.833,164.0
22200262,1631112,66.7,66.7,100.0,50.0,-33.3,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,72.73,101.82,84.85,3,0.6,1,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,0,12,0.0,2022-11-23 00:00:00,12,306,99,2,0,0,2,0,0,2,2,0,1,4.58,0.13,0,0,0,4,0,0,2,0,0,0.0,1,1,1.0,0,0,0.0,36.0
22200292,1631112,136.4,131.3,101.7,100.0,34.7,31.3,0.167,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34,126.72,105.6,16,0.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,2,0,4,13,1.0,2022-11-27 00:00:00,12,306,375,0,0,0,0,3,5,0,6,0,0,4.57,0.55,0,0,0,6,0,0,6,0,0,0.0,0,0,0.0,0,0,0.0,39.0
22200335,1631112,123.3,130.0,108.9,119.0,14.5,11.0,0.0,0.0,0.0,0.0,0.125,0.067,0.0,1.0,1.0,0.091,0.091,144.79,134.79,112.33,20,0.143,0,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,1,4,1,29,1.0,2022-12-02 00:00:00,12,306,438,4,0,2,2,6,9,0,8,0,0,4.62,0.66,0,1,1,5,0,1,3,0,0,0.0,2,2,1.0,0,0,0.0,44.0
22200351,1631112,40.0,40.0,25.8,16.7,14.2,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,99.13,122.79,102.33,5,0.5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,25,1.0,2022-12-04 00:00:00,12,306,129,0,0,0,0,1,0,0,0,0,0,4.11,0.16,0,0,0,3,0,0,2,0,1,0.0,0,0,0.0,0,0,0.0,46.0
22200359,1631112,112.6,110.3,89.8,92.3,22.7,17.9,0.118,2.0,28.6,0.118,0.115,0.116,14.3,0.333,0.387,0.114,0.118,104.5,104.13,86.77,39,0.027,0,1,3,0.333,0,1,0.0,1,2,0.5,2,3,5,2,0,0,1,3,3,7,10,0.0,2022-12-05 00:00:00,12,306,1079,0,2,0,2,0,4,2,14,1,1,4.46,1.42,3,7,10,19,1,0,14,1,2,0.5,0,1,0.0,3,3,1.0,47.0
22200370,1631112,74.0,71.4,121.5,135.7,-47.5,-64.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.071,0.074,140.91,135.3,112.75,14,-0.146,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,3,0,-9,18,1.0,2022-12-07 00:00:00,12,306,298,0,0,0,0,3,0,5,10,0,0,5.4,0.48,1,1,2,3,0,0,3,0,0,0.0,0,0,0.0,2,2,1.0,49.0
22200840,1631123,103.1,103.3,96.8,103.6,6.3,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.333,0.333,0.161,0.166,102.23,98.76,82.3,30,-0.058,1,1,3,0.333,0,1,0.0,0,0,0.0,0,0,0,0,1,0,2,2,2,2,16,1.0,2023-02-10 00:00:00,16,225,846,0,0,0,2,8,2,7,18,1,0,4.39,1.1,0,2,2,28,0,0,23,1,2,0.5,0,1,0.0,1,2,0.5,113.0
22200848,1631123,101.9,105.6,146.7,135.0,-44.8,-29.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.05,0.051,95.67,98.15,81.79,18,-0.043,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,0,-8,22,0.0,2023-02-11 00:00:00,16,225,558,0,0,0,0,7,0,6,10,0,0,4.41,0.73,0,1,1,12,0,1,12,0,0,0.0,0,0,0.0,0,0,0.0,114.0
22200861,1631123,107.0,113.7,133.1,133.3,-26.1,-19.6,0.158,3.0,25.0,0.034,0.048,0.04,8.3,0.625,0.625,0.148,0.152,89.36,86.57,72.14,51,0.098,1,4,8,0.5,2,4,0.5,0,0,0.0,1,1,2,3,3,1,1,0,10,-10,16,0.0,2023-02-13 00:00:00,16,225,1697,2,3,2,4,5,4,5,36,0,0,4.17,2.09,1,5,6,46,0,0,37,1,2,0.5,3,6,0.5,3,3,1.0,116.0
22200878,1631123,106.6,92.9,118.9,119.2,-12.3,-26.4,0.125,0.0,25.0,0.0,0.3,0.125,0.0,0.5,0.521,0.088,0.106,90.81,97.14,80.95,28,0.079,0,1,2,0.5,0,0,0.0,1,2,0.5,0,3,3,1,0,0,0,2,3,-5,2,1.0,2023-02-15 00:00:00,16,225,801,0,0,0,2,4,0,2,10,0,1,4.4,1.06,0,3,3,26,0,0,21,0,0,0.0,1,2,0.5,1,1,1.0,118.0
22201016,1631123,117.3,118.2,82.7,75.0,34.6,43.2,0.0,0.0,0.0,0.0,0.2,0.111,0.0,0.0,0.0,0.083,0.083,95.25,99.76,83.13,11,-0.077,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,0,4,23,1.0,2023-03-12 00:00:00,30,225,332,0,0,0,0,0,2,0,8,0,0,4.2,0.42,0,2,2,6,0,0,5,0,0,0.0,0,1,0.0,0,0,0.0,137.0
22200114,1631160,96.5,95.7,130.8,132.6,-34.3,-36.9,0.133,1.0,25.0,0.0,0.059,0.026,25.0,0.375,0.375,0.12,0.123,107.37,107.05,89.21,47,0.009,1,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,2,0,0,2,0,3,-16,27,0.0,2022-11-02 00:00:00,27,271,1251,0,3,0,0,13,4,11,32,0,0,4.8,1.77,0,2,2,38,2,0,31,0,0,0.0,1,5,0.2,2,2,1.0,16.0
22200138,1631160,75.0,66.7,60.0,66.7,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.125,89.69,89.69,74.74,9,-0.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,8,1.0,2022-11-05 00:00:00,27,271,289,0,0,0,0,3,0,0,0,0,0,3.57,0.31,0,0,0,5,0,0,4,0,0,0.0,0,1,0.0,0,0,0.0,19.0
22200180,1631160,100.0,75.0,61.5,75.0,38.5,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.62,116.36,96.97,4,0.333,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,27,1.0,2022-11-11 00:00:00,27,271,99,0,0,0,0,0,1,0,2,0,0,5.08,0.16,0,0,0,4,0,0,4,0,0,0.0,0,0,0.0,1,1,1.0,24.0
22200205,1631160,95.9,97.1,124.4,123.5,-28.5,-26.5,0.333,1.5,25.0,0.056,0.154,0.097,16.7,0.429,0.429,0.225,0.228,101.92,101.68,84.74,34,0.05,0,3,7,0.429,0,2,0.0,0,0,0.0,1,2,3,3,1,0,2,3,6,-9,10,1.0,2022-11-14 00:00:00,27,271,963,0,0,0,2,11,6,0,12,0,0,4.59,1.31,1,2,3,36,0,0,25,0,0,0.0,3,7,0.429,2,2,1.0,27.0
22200222,1631160,95.8,96.8,105.8,103.1,-10.0,-6.4,0.182,1.0,25.0,0.154,0.3,0.217,25.0,0.5,0.644,0.167,0.165,95.71,96.45,80.37,31,0.089,0,1,3,0.333,1,2,0.5,2,2,1.0,2,3,5,2,0,0,2,2,5,-3,26,1.0,2022-11-17 00:00:00,27,271,941,2,0,0,0,11,3,6,22,0,1,4.66,1.29,2,3,5,30,0,0,24,0,1,0.0,1,2,0.5,1,1,1.0,30.0
22200239,1631160,112.2,110.0,91.6,90.0,20.6,20.0,0.25,1.0,12.5,0.0,0.1,0.05,12.5,0.0,0.443,0.304,0.31,98.1,100.0,83.33,20,0.098,0,0,3,0.0,0,2,0.0,5,6,0.833,0,1,1,1,0,0,1,0,5,4,13,1.0,2022-11-19 00:00:00,27,271,576,0,0,0,0,2,0,2,10,0,3,4.31,0.79,0,4,4,17,1,0,11,0,0,0.0,0,3,0.0,1,1,1.0,32.0
22200247,1631160,28.8,33.3,90.2,84.6,-61.3,-51.3,1.0,0.0,16.7,0.0,0.4,0.118,0.0,0.2,0.2,0.313,0.315,110.78,106.19,88.5,12,0.182,0,1,5,0.2,0,3,0.0,0,0,0.0,0,2,2,1,0,0,0,0,2,-7,14,1.0,2022-11-20 00:00:00,27,271,339,0,0,0,2,0,0,3,4,0,0,4.69,0.47,2,2,4,14,0,0,9,1,1,1.0,0,4,0.0,0,0,0.0,33.0
22200269,1631160,125.0,126.7,94.9,93.3,30.1,33.3,0.25,0.0,20.0,0.0,0.0,0.0,0.0,0.875,0.788,0.25,0.247,106.52,106.67,88.89,15,0.231,1,3,4,0.75,1,1,1.0,0,1,0.0,0,0,0,1,0,0,0,0,7,5,27,0.0,2022-11-23 00:00:00,27,271,405,0,0,0,2,2,2,1,6,1,1,4.33,0.54,1,0,1,15,0,0,11,1,2,0.5,2,2,1.0,0,0,0.0,36.0
