Original,Predicted
85.1,109.43485
110.1,107.60067
110.9,94.84607
107.1,109.77926
94.9,112.99554
98.8,111.77246
100.0,106.7774
86.0,97.70054
71.8,103.01249
125.4,110.446014
88.3,93.2468
105.7,108.101654
118.6,97.99947
101.5,110.39124
87.4,101.66034
156.6,106.19236
130.0,103.096535
100.0,109.86914
153.5,96.95832
104.2,124.59999
104.7,118.31788
77.1,112.58105
146.0,128.97894
96.2,106.354935
39.8,110.51063
115.9,119.971
86.0,114.1581
90.2,102.983955
128.2,105.55891
120.8,101.48976
0.0,103.299355
120.1,94.32374
96.5,101.929016
117.6,110.62968
119.7,56.41327
99.7,110.67278
