Original,Predicted
108.8,92.54895
99.6,103.564445
131.9,93.759636
106.6,112.99235
92.8,115.69721
83.9,99.04008
86.0,101.518364
95.8,115.9277
108.6,95.61681
139.2,105.39362
140.0,103.59755
83.5,103.93643
145.1,122.75855
117.8,109.8834
101.2,120.270004
97.7,103.778755
112.2,115.231606
95.9,110.23362
104.4,112.776474
97.2,117.02023
70.6,125.27023
80.0,97.37078
100.0,115.227585
208.3,105.645325
115.2,89.501465
125.3,110.092896
128.7,105.73956
89.1,127.165375
86.3,117.42465
78.7,115.79133
55.1,104.66857
95.5,96.82444
90.4,87.11845
119.7,131.91724
97.0,91.36418
83.0,107.378395
140.8,106.626915
96.0,94.65591
98.8,102.772
96.7,93.64806
103.1,96.46341
82.9,102.62541
154.0,102.15352
74.1,105.02717
83.9,114.60367
111.7,87.7951
109.9,125.96312
