Original,Predicted
125.1,98.003624
117.9,107.07688
100.8,112.17573
101.2,101.29608
114.6,117.80292
103.3,113.17471
112.2,104.479965
122.5,99.20671
106.8,113.34278
132.4,105.874756
103.9,115.28518
104.4,125.98411
86.1,105.02855
88.4,113.527534
113.3,106.55577
110.1,97.056915
89.4,99.66478
66.4,106.43028
123.0,97.03576
87.3,100.78407
120.2,96.12161
118.1,76.2706
138.4,94.734634
101.2,78.08612
120.4,116.492935
93.9,105.53001
125.8,115.63036
119.0,74.60584
87.1,129.79922
106.4,95.42699
120.4,115.47718
122.9,112.28972
75.9,119.95594
122.7,105.52671
130.7,108.09572
