Original,Predicted
51.5,114.84943
154.6,117.90073
0.0,101.49981
142.9,122.20074
114.5,96.84294
0.0,123.092384
79.2,107.93365
0.0,112.88119
103.1,115.688545
92.6,92.20405
50.8,95.27452
100.8,109.50408
0.0,81.6888
57.099999999999994,115.61394
81.0,100.68829
138.1,85.93037
86.5,93.46428
102.7,87.59185
126.6,105.581245
112.6,114.49808
177.7,102.894104
133.3,116.01309
114.3,106.477264
0.0,115.77196
66.7,126.713554
0.0,122.71746
100.0,116.61675
142.9,92.81841
50.0,112.36711
73.2,101.72293
123.6,117.87541
68.9,115.10269
102.2,113.02067
87.5,86.32174
42.900000000000006,112.86132
0.0,91.424545
100.0,108.7755
