Original,Predicted
118.7,91.86422
110.9,98.91272
99.3,101.319214
122.9,98.40396
108.3,88.110886
109.6,110.70783
140.6,97.70952
103.1,99.88532
131.3,114.05082
83.0,83.64974
156.1,123.625595
99.0,93.65231
80.0,114.82322
113.9,100.44571
106.7,108.71359
107.3,95.71874
119.0,107.23688
114.5,92.5479
85.5,111.787
118.3,83.492355
104.3,117.31847
90.3,101.87163
88.3,78.21518
129.6,101.84357
90.2,88.91434
117.0,95.67141
100.5,88.587166
124.1,110.19531
110.5,74.81487
139.1,109.16021
132.2,92.6327
88.9,101.90752
139.6,96.04997
83.3,116.71493
130.7,108.67909
128.6,96.18464
107.9,111.400475
96.9,107.27012
135.6,108.38256
125.5,114.629105
115.8,120.966324
122.0,89.280914
105.3,129.22932
140.3,97.82737
125.5,113.61887
99.6,125.759384
109.9,110.15649
138.4,104.933044
146.3,120.68945
137.9,115.504814
126.1,114.47491
109.1,127.72144
100.2,118.97227
126.8,133.09224
132.3,120.31248
108.7,107.58335
128.7,108.55305
93.6,121.512535
123.4,133.79237
125.6,113.23046
84.6,122.07841
142.3,105.68621
114.3,93.001724
120.8,121.95317
100.6,107.30897
112.9,113.38971
112.1,112.65459
