Original,Predicted
97.9,96.22081
102.5,103.49272
97.0,85.52174
97.2,113.034584
114.6,100.37376
111.9,82.94267
116.7,95.397514
120.5,96.757416
109.9,80.794426
112.6,117.5187
114.0,99.76761
104.0,107.2694
105.3,103.03716
110.0,99.54457
141.8,111.112465
106.5,101.97881
116.2,116.22125
93.7,110.72102
119.8,121.78331
117.3,100.98474
111.5,116.11341
125.2,99.41484
110.1,106.07583
107.1,109.608475
139.5,128.25568
102.8,105.55393
123.7,122.68706
117.7,92.24775
137.0,129.81483
114.1,111.216515
94.8,121.99071
100.5,124.86307
106.7,117.87916
122.3,103.043884
111.4,119.19367
120.2,100.105255
103.9,110.96596
85.4,114.93866
137.1,121.20899
111.4,101.9026
118.9,101.51292
118.4,89.01657
109.4,112.8184
92.7,115.944595
100.6,111.26748
98.1,111.34871
84.9,103.18439
113.3,77.08295
95.0,106.62328
131.5,97.83847
112.0,86.56669
105.3,110.00644
118.0,94.629776
112.6,95.700935
130.3,100.2218
116.3,97.22733
124.4,97.32448
93.4,113.32158
132.8,109.88834
121.5,117.74984
103.1,123.63728
84.0,102.78094
146.6,122.66095
103.9,98.28946
116.4,127.36794
105.7,93.22508
129.4,132.62317
126.1,85.15675
109.1,126.549416
92.5,116.98096
115.0,114.859344
105.3,86.60398
97.7,132.85371
84.2,94.78916
