Original,Predicted
111.3,110.0886
109.2,119.21414
116.3,113.7011
102.1,121.1531
69.8,114.40809
130.5,107.06743
71.9,118.289604
112.7,116.250916
45.0,92.29171
94.4,120.88893
112.3,92.66163
96.4,106.07394
115.9,96.98917
82.3,101.07708
111.7,93.978745
115.0,109.052475
106.2,97.080025
83.4,109.48417
0.0,92.43292
101.6,105.29648
98.8,92.85776
97.6,96.59272
92.8,85.4395
154.6,90.78803
96.8,93.14088
104.4,109.606766
90.1,100.0196
135.1,113.874794
114.1,68.64035
65.0,114.37924
98.2,108.545334
108.7,108.4914
111.1,103.42467
121.2,117.169174
50.49999999999999,104.58989
96.3,113.19358
145.0,94.29093
115.7,115.66269
96.6,106.515205
121.4,95.02517
110.2,109.54114
0.0,114.24097
111.3,111.507996
113.8,101.82492
88.5,91.93727
136.5,81.0843
86.3,110.96667
108.0,111.4578
114.7,93.67525
97.9,114.662735
148.4,110.99321
125.4,70.78593
109.9,118.77154
