Original,Predicted
111.8,89.60839
103.9,118.44207
112.9,98.03775
101.7,93.329216
119.9,102.497246
120.7,105.62373
117.6,109.68844
117.4,96.96067
83.2,100.1515
100.7,110.131355
97.0,99.03282
137.5,96.870094
120.3,83.67834
82.0,93.88186
113.2,100.13765
101.4,102.96878
114.1,106.22161
114.5,90.049675
117.6,80.551796
128.3,88.801186
95.4,86.96635
124.8,123.35662
99.4,105.81355
115.3,93.81104
122.9,95.65619
118.7,102.190956
86.0,102.38088
121.4,110.18754
111.1,98.48766
107.2,122.293594
122.2,78.5871
92.5,113.21717
118.6,95.733696
113.5,93.388725
119.4,114.219284
124.9,100.45701
108.8,86.04645
133.7,113.89936
106.5,103.605095
134.3,112.423035
105.9,109.9499
114.0,108.987305
129.8,108.14647
132.7,116.683945
112.8,112.25658
133.5,125.27489
101.0,107.597435
130.6,140.87932
123.7,97.827866
116.4,139.84714
119.3,104.351074
138.6,117.64777
115.6,122.77194
114.4,133.4753
113.1,111.14014
110.7,137.98116
112.6,102.50811
127.5,121.51466
133.8,115.27574
106.4,112.31927
115.7,115.959656
117.0,128.2297
126.9,119.9605
124.1,108.10738
124.2,114.98057
122.5,112.50464
112.2,116.81971
116.4,126.187874
100.0,130.03734
107.3,112.406494
110.1,107.89599
81.0,109.71999
111.9,109.12113
96.5,95.976234
