Original,Predicted
111.0,109.189445
109.8,107.71328
119.5,116.54561
108.5,98.45996
122.4,109.49635
148.2,95.58137
135.4,108.54446
128.2,105.79411
138.6,118.207016
101.4,130.5545
103.7,125.80403
128.5,111.56518
100.7,121.303894
121.1,106.04126
90.4,100.39543
107.8,133.2445
97.5,101.9212
113.0,108.93154
93.9,100.375114
123.5,90.31272
108.8,74.231575
100.4,110.50511
125.7,78.53151
128.5,102.013916
131.1,82.48047
95.3,95.09272
114.9,100.378235
139.3,104.28124
98.4,94.50169
128.6,112.39063
115.7,97.611946
107.1,108.45667
125.1,105.894066
117.5,113.68726
117.8,120.51875
111.8,90.70649
111.7,107.99115
123.7,123.19115
125.5,93.42198
93.2,116.12312
126.1,111.42551
123.3,94.85002
108.9,119.78198
141.6,101.32005
126.1,106.66813
140.5,113.45464
117.0,101.72452
108.0,129.84322
120.9,124.84788
120.9,103.163895
111.0,120.19055
94.6,117.20794
125.0,104.23349
112.7,117.30477
137.2,111.99382
82.9,108.57014
106.5,117.83514
115.0,86.816864
104.1,112.40663
