Original,Predicted
138.0,85.50787
131.8,91.740524
121.2,100.90141
87.4,103.41129
119.4,104.504234
127.0,110.12817
118.0,103.40288
95.7,116.9786
112.5,114.63531
111.9,104.78895
94.5,125.38559
94.2,114.22908
109.2,112.86136
110.6,88.097664
112.9,103.00673
133.0,106.40766
115.9,106.8728
91.3,100.3543
105.3,110.141556
119.4,111.72601
116.2,100.20893
114.6,95.07713
136.1,106.784065
85.8,108.452736
129.7,116.43727
102.6,112.39376
110.1,127.66147
147.2,88.34874
110.5,107.58542
103.4,118.24194
106.3,112.27435
105.0,118.30005
118.2,124.39917
110.4,88.808716
122.5,120.47376
134.0,100.49607
121.5,107.48566
105.6,132.7454
119.3,117.341324
113.3,112.75236
128.7,117.024025
108.8,106.576546
121.4,124.86445
85.3,110.27616
132.3,125.88548
132.3,112.42485
92.6,124.64604
78.0,102.3801
131.6,117.84501
112.6,101.74117
125.8,116.615364
89.6,90.027504
125.7,125.43045
109.8,80.67496
104.9,125.3739
85.1,111.93257
86.9,105.70524
103.6,79.49245
106.4,108.41172
