Original,Predicted
119.0,85.46581
119.7,102.14909
126.8,102.252815
93.8,106.57805
110.3,115.42395
83.5,95.63684
102.8,98.11772
105.3,81.214645
119.9,94.57028
101.6,91.527794
112.1,98.05526
132.3,90.968765
107.5,105.88832
88.5,87.034134
118.6,100.1795
124.7,81.85539
119.9,94.70279
133.3,89.23814
100.8,107.65544
108.9,104.36548
122.2,99.67421
128.2,120.02529
114.2,100.29204
130.3,92.216034
119.8,108.46608
121.4,121.42048
138.1,109.76733
120.1,125.18263
123.3,109.199585
126.7,109.971275
113.1,124.32594
118.6,125.34967
128.3,112.541725
125.2,124.58226
109.9,116.04223
119.2,116.51288
108.0,125.774025
115.0,117.59365
92.3,109.013214
88.9,117.60332
158.2,96.692726
123.2,92.31697
124.9,110.93121
111.3,98.789116
106.4,115.4403
120.1,109.36352
134.4,101.9701
118.0,106.57836
130.7,98.27067
133.6,88.30483
129.4,141.91525
130.4,118.504654
139.2,125.24574
91.0,119.10069
109.2,120.80597
99.8,112.87884
109.6,131.3845
147.1,96.533936
128.7,107.73248
113.6,115.34042
148.3,112.1911
127.7,117.18246
121.2,134.91681
106.9,97.57638
139.8,123.30992
106.3,103.207344
125.8,115.84665
122.3,121.615166
91.3,130.86328
111.3,104.85847
115.9,122.905396
89.6,114.507744
103.8,102.999245
121.5,87.48873
103.7,112.79899
106.0,87.70239
89.1,98.43841
