Original,Predicted
153.3,110.294205
122.5,100.60394
88.5,105.44118
91.3,92.81405
91.0,111.82132
73.9,108.52289
96.7,104.23573
12.700000000000003,104.21692
110.6,100.21621
0.0,68.22053
171.4,113.99502
111.3,81.68138
102.5,104.54866
101.4,84.25743
114.3,107.525406
66.7,94.87885
98.6,108.92861
133.9,82.06085
114.7,111.39897
98.8,81.4929
143.1,121.60091
108.8,111.07956
90.8,113.6539
72.0,108.89445
93.5,117.764885
113.3,100.27702
101.0,104.74164
88.4,111.0733
121.5,109.18372
120.6,103.57857
125.6,115.89386
83.4,108.16017
0.0,111.3912
90.1,104.41405
101.6,97.616295
135.4,104.71237
133.1,90.76938
125.2,99.61246
0.0,107.048294
227.3,114.91791
124.4,97.7804
134.9,118.57801
66.7,73.2787
114.2,124.72389
148.4,103.867584
212.8,118.963394
85.7,110.214714
71.4,129.2036
