Original,Predicted
98.8,106.19109
93.1,93.48608
126.3,100.53546
106.8,100.13123
112.0,100.82945
108.0,101.95564
119.4,95.82043
116.9,99.02386
119.0,107.679756
128.7,95.83671
134.0,98.24251
105.8,93.81842
125.4,122.40175
121.5,104.95455
131.1,118.86175
104.0,103.53829
121.6,122.431595
128.7,109.88861
134.1,118.17614
102.4,114.313965
96.2,130.54776
131.8,105.058815
74.6,114.73747
85.6,110.95728
130.4,99.70083
129.2,90.99385
126.5,90.827126
110.6,96.83528
113.6,118.33102
100.9,97.99304
105.3,94.84563
132.1,112.601494
123.6,79.08716
140.0,86.11401
137.4,110.17329
127.4,123.479774
123.0,122.74774
119.4,119.25203
118.8,123.17464
116.6,113.168594
148.5,111.1815
99.2,123.210304
124.4,126.00616
107.6,118.78151
119.0,138.31282
111.9,107.840416
116.2,118.83612
118.9,105.881424
114.0,110.85297
123.0,103.94491
135.0,126.1505
112.4,98.03873
107.8,119.646614
103.5,106.272316
133.5,118.21859
84.3,101.13459
105.3,111.72128
121.2,96.27588
121.6,106.581955
94.6,95.689674
84.4,114.21189
