Original,Predicted
104.6,111.95392
100.1,101.6068
107.6,127.01201
109.4,99.0654
115.4,103.95034
98.0,95.475685
141.8,102.44818
119.5,102.14775
119.2,113.22771
100.5,91.83091
123.8,113.183846
105.9,104.2327
105.0,111.84924
134.1,105.58426
101.2,110.94453
139.5,105.144264
119.2,112.48383
91.2,117.45068
117.0,111.22499
71.6,106.32331
91.8,115.25205
110.5,98.37363
105.6,101.18522
137.0,104.80838
134.2,94.052635
135.3,112.61733
139.2,108.14155
84.0,104.94419
108.3,119.55682
110.9,99.483215
117.5,109.41827
81.2,105.52419
145.3,107.076775
161.1,107.41733
38.5,115.98587
99.8,113.45695
121.2,110.58523
200.0,103.726425
144.0,88.809494
132.4,112.121086
77.5,112.69067
99.7,115.842575
102.8,116.802025
0.0,129.68112
108.5,83.13904
115.5,83.00928
136.1,98.82106
105.7,101.5334
78.8,107.80168
