Original,Predicted
132.1,95.54795
122.7,119.268875
102.2,115.525795
116.4,95.00296
120.3,110.77606
100.8,107.005936
105.6,109.08889
115.2,113.29679
131.4,101.61872
136.0,113.16823
122.6,112.72921
101.8,114.26851
106.7,108.06521
104.7,112.0594
130.0,113.536255
103.2,97.31232
103.0,105.70674
109.8,101.421265
108.9,113.385124
94.0,109.71321
110.2,106.44822
116.6,93.95194
140.3,99.23332
129.7,91.38344
118.2,113.70762
102.2,103.10164
113.0,109.85296
137.7,107.61094
121.9,107.138245
119.1,101.60434
128.5,108.39791
112.1,114.00657
111.7,124.3849
122.0,117.395294
106.1,115.04774
114.7,106.13364
106.5,104.77695
108.1,120.36657
91.2,107.131996
116.7,107.31059
136.5,104.42142
83.3,101.73289
89.6,101.1691
119.9,102.8779
121.5,99.0241
127.7,96.45583
117.6,93.74859
136.6,105.01979
108.3,93.03328
121.6,112.83827
85.4,117.09018
99.8,105.407135
112.2,90.67371
108.6,108.90592
78.5,99.920265
133.7,105.99113
87.2,91.58833
120.8,114.95168
113.6,80.9233
130.0,112.42034
105.4,80.53479
118.6,101.54255
109.3,99.77119
115.7,110.510544
122.8,85.20224
122.0,117.756325
83.7,94.679985
130.4,113.61164
109.4,99.46144
123.7,119.94015
212.8,91.77941
134.8,105.05603
175.0,118.03168
135.0,108.2707
107.0,149.9193
133.3,131.30992
89.5,116.01227
66.7,135.9327
115.1,108.2082
104.7,101.4791
119.9,140.46544
115.3,92.03256
126.1,124.84404
76.6,105.312805
