Original,Predicted
105.1,108.154945
110.5,110.36184
110.6,115.6129
106.1,96.0875
108.6,112.52023
131.1,106.76388
132.0,82.79803
125.6,109.83671
130.6,118.73792
99.3,121.09929
95.7,117.22076
132.3,112.207146
86.4,109.967316
101.7,108.36339
137.8,90.05011
111.6,115.497536
109.7,110.41624
96.1,104.5987
109.6,123.327484
115.0,92.07973
96.2,89.84388
119.0,112.91095
121.7,82.11572
135.0,96.29468
120.6,112.69096
100.1,110.94609
140.0,111.52884
107.5,98.94037
98.1,117.283936
112.0,108.360146
115.6,103.91277
118.5,108.417786
93.0,105.773094
120.0,119.86396
106.0,105.24199
140.6,99.47137
92.1,108.45579
96.3,114.03518
118.8,88.37899
100.8,108.82415
