Original,Predicted
110.9,91.45748
90.6,77.96885
123.6,101.23089
76.4,95.587265
106.0,108.25562
125.7,95.31724
105.5,94.81446
131.3,82.51598
103.8,94.505356
88.8,113.3195
107.0,110.838165
172.4,99.30773
137.9,111.59518
89.4,98.780106
114.7,113.09443
99.0,135.18784
125.0,120.509315
120.8,116.38086
112.9,117.40661
96.7,101.625694
99.8,111.8782
101.5,139.96333
120.3,126.710335
98.0,93.13593
116.9,114.793144
131.4,96.67603
96.4,120.010826
100.3,117.04601
102.2,112.88488
95.0,109.92358
90.1,102.154396
105.4,99.42641
122.8,108.06133
105.5,94.039536
106.9,105.28976
104.4,115.79982
96.2,104.730316
124.3,103.01503
94.0,100.8806
113.5,106.2641
100.3,91.14044
120.7,112.519356
