Original,Predicted
94.2,87.264305
116.3,109.780594
95.8,107.65954
101.5,99.73037
104.5,89.09548
123.0,122.54629
110.5,78.23844
134.4,111.07531
106.3,104.79143
127.1,104.43525
93.9,97.47116
102.0,130.63551
91.3,100.859695
115.3,114.54721
113.3,95.587204
116.9,116.4512
116.5,99.92206
100.1,124.49765
105.0,107.611595
89.6,120.38802
109.8,103.73458
71.1,98.99942
94.3,97.687614
72.2,92.66384
102.4,103.467766
126.3,80.82628
122.5,95.680115
119.9,82.376
92.8,97.623436
106.6,97.07919
100.6,107.71981
96.8,89.57249
104.7,96.831436
107.1,84.06014
101.9,98.42668
124.9,110.5096
96.5,106.89703
106.4,117.02325
86.7,91.48967
121.5,112.65398
103.4,92.20029
98.6,103.56965
108.9,95.26457
133.7,107.1703
126.9,95.305885
108.0,117.70163
115.0,104.03055
127.1,117.08914
110.8,102.97344
117.3,125.151245
126.7,113.5783
110.0,115.31354
104.7,117.71714
78.4,129.76884
105.4,129.53978
108.6,102.44159
135.8,109.08602
114.0,104.88065
86.9,111.406876
128.4,110.61399
90.6,117.1481
95.1,115.94555
150.3,97.98018
112.3,88.79718
108.2,109.25555
110.3,100.5067
