Original,Predicted
123.9,102.74465
141.4,114.32451
104.6,100.170494
107.1,112.98876
107.0,102.20908
112.1,114.13092
130.5,98.327446
142.9,108.57572
144.2,99.79293
136.0,96.860245
107.9,114.76964
112.4,138.32463
120.6,108.848076
109.4,109.97041
125.8,102.18038
134.1,98.083626
112.1,114.59968
118.9,120.36353
105.2,120.45007
119.7,125.05862
122.5,93.20366
129.8,102.09089
129.9,103.13138
122.4,100.98602
116.7,113.01305
114.4,123.67795
143.0,107.78765
141.7,107.85761
119.4,104.40096
141.9,115.00865
129.2,118.13867
122.4,132.90405
113.7,123.84592
127.8,127.01631
133.1,114.25967
104.9,110.90042
105.1,127.13167
131.0,125.28812
130.3,106.21964
131.2,118.646996
119.5,109.68654
138.5,117.5621
116.3,104.013466
116.4,123.846664
119.5,119.741714
122.9,110.09698
124.1,99.01057
86.9,117.29553
118.3,117.36406
132.5,105.78465
133.0,104.061356
120.9,106.59113
102.0,105.84856
116.0,108.41799
129.2,105.001884
120.6,105.921814
124.8,108.6346
124.8,83.39969
107.0,109.67061
135.1,117.65754
127.2,112.32042
119.6,117.24487
98.4,95.142944
94.6,113.02594
80.7,112.109795
108.6,101.138954
117.4,84.6987
123.9,91.79037
125.9,70.04733
103.0,100.06618
105.6,101.96725
136.9,98.09688
103.1,83.68945
114.6,89.36163
127.7,68.34596
126.5,101.41
126.8,97.39599
148.6,106.672005
89.5,112.44708
109.8,110.597046
119.0,90.04869
104.1,129.81783
108.2,86.42134
120.0,94.14651
118.2,103.03632
96.2,99.799675
