Original,Predicted
108.2,93.93383
104.4,77.890335
98.1,100.39769
99.9,90.81368
94.3,116.11768
107.3,106.63585
106.2,95.28285
111.5,89.8689
112.6,94.63056
110.4,103.10439
105.7,101.691505
102.6,103.14959
116.4,99.91657
98.4,99.57541
140.0,98.91735
101.5,97.07572
116.6,113.270996
85.2,99.53993
109.6,120.73087
131.7,97.37791
111.6,105.63868
125.6,97.48049
110.5,109.22008
108.4,106.32578
130.9,124.737015
102.7,104.78837
122.7,120.13423
116.6,92.72855
137.5,117.5271
134.7,118.46319
103.1,118.35311
96.9,127.24861
107.2,120.588455
115.5,113.1408
128.7,119.93264
106.3,100.57159
103.6,118.69987
100.6,109.65214
130.8,124.1725
99.1,114.505394
126.3,108.259056
108.8,92.501495
134.6,115.97907
94.4,101.80909
66.8,130.0078
107.5,103.37164
92.4,101.07569
108.2,92.9024
88.7,95.8809
134.5,92.01926
106.6,92.72323
109.9,100.78014
108.3,104.31035
116.4,104.02651
127.1,76.362816
134.3,106.15382
130.0,98.0674
128.9,115.44254
121.5,104.18902
133.0,137.41275
97.8,119.3935
80.9,127.802925
115.3,115.71342
135.5,113.90965
130.0,112.89629
90.2,115.018456
128.1,122.64976
133.9,115.48157
114.2,120.48887
87.1,119.88297
123.3,113.51842
91.3,92.50224
109.8,116.19317
104.7,105.762115
