Original,Predicted
153.5,104.578636
109.4,75.89487
108.9,105.08083
83.6,121.05801
123.4,114.20007
111.4,101.22426
110.0,99.46528
131.3,98.335754
130.6,98.53587
115.4,97.507744
134.9,125.91663
111.6,104.970245
125.5,116.470055
110.6,89.763115
116.5,124.52819
112.5,106.912056
97.2,110.02296
116.4,114.14853
102.9,111.098724
97.5,104.64745
131.6,107.30996
117.1,94.930405
126.5,108.410324
120.7,93.7058
109.7,111.38487
162.7,107.232285
131.6,92.99812
113.9,120.70653
113.8,106.532936
128.3,113.985306
111.1,123.74449
113.9,115.755745
136.1,114.91195
103.8,115.86259
102.6,106.25868
111.7,128.13423
109.2,119.783775
106.9,102.27395
100.9,99.11611
131.9,109.16562
142.1,94.40426
93.6,99.7964
134.0,117.28387
130.1,96.30475
122.7,110.77653
113.2,102.44418
109.9,113.73259
101.5,110.05799
112.4,102.08948
91.3,109.51504
143.2,121.20309
134.8,79.13278
134.2,117.568085
114.0,105.81551
138.3,122.065186
104.3,108.200806
136.1,120.34757
123.0,97.9749
130.7,124.58432
102.5,93.420586
129.4,135.7536
120.4,116.54696
87.7,129.48123
93.8,104.639046
106.6,120.14599
109.3,94.857506
82.1,103.76434
113.1,97.109764
119.7,97.13327
106.0,88.30718
